,Programme,Date (dd/mm/yy),Title ,Content description,Youtube Link,Backup Link,Added to Database,Unnamed: 7,Unnamed: 8,如果需要credits去upload，請TG搵我。,Unnamed: 10,id,sheet_entry,sheet_line
4687,The Pulse,2018-04-14,Hong Kong-Zhuhai-Maco Bridge's artificial island controversy: discussion with Albert Lai & Raymo,"Taxpayers are paying something like HK$200 billion for Hong Kong’s contribution to two controversial infrastructure projects, the Hong Kong-Zhuhai-Macao bridge and the Express Rail Link. Concerns have been raised about both projects and the degree to which Hong Kong has relinquished control over aspects of their construction and operation. On Tuesday last week, the last carriage of an Express Rail train was derailed during testing. Two days later, news media revealed aerial images of an artificial island that’s included in the bridge project. This appeared to show that part of it was drifting away. With me in the studio are Albert Lai of the Professional Commons &amp; Raymond Chan, former Head of the Geotechnical Engineering Office.

Talking of things that are complicated brings us to the grilling given to Facebook founder and chairman Mark Zuckerberg by US legislators this week. Top of their agenda were questions over Facebook’s collaboration with Cambridge Analytica which harvested the data of an estimated 87 million Facebook users and used the results for political campaigns. Some people thought that Zuckerberg dodged tough questions others were struck by the level of ignorance among lawmakers about how the internet works. Zuckerberg was asked at one point whether he was willing to reveal which hotel he was staying at while in Washington DC. He was not. The point being that information of this kind can easily be obtained from unwary Facebook users. Meanwhile we’ll see you next week, possibly by means of Facebook - hum.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=111854,https://odysee.com/thepulse-i-2018-04-14#1c9fc9e8056ed10e8c23fb3c24e683a58ed51ae5,,,,,,,True,4689
4688,The Pulse,2018-04-21,James Tien on national security law & land battles,"Three years ago China passed a national security law and designated 15th April as National Security Education Day. Mainland law does not apply in Hong Kong but last Sunday, the Hong Kong Policy Research Institute organised a high-profile symposium to mark this day. Speakers took it as an opportunity to attack law academic Benny Tai’s s remarks on independence at a seminar in Taiwan last month, and to put extra pressure on the SAR to enact its own national security law. With me in the studio is the former leader of the Liberal Party, James Tien. I should add that we also asked a number of individuals who have supported introducing a National Security Law to talk to us, but they declined.  

Within ten days in March, there were three suspicious fires at the Nam Sang Wai wetlands, affecting more than 12 hectares of land. Less than a month later, there was a fourth. This one damaged a small ferry pier and a boat. Police and fire fighters say the fires are suspicious. The wetland has been in the sights of developers for some time. 
Among the reasons for the suspicion about these fires is the fact that reducing the ecological value of areas makes it easier to get permission for development. This is what’s known as the strategy of “destroy first, build later”.  

Well, that’s it from us for this week. We’ll end with footage of this week’s visit to Hong by retired Chinese official, Qiao Xiaoyang to speak at a seminar on the Basic Law. 
This is the second seminar of this kind within a week, and you may be thrilled to learn that there are probably many more to come. In part this is because the government has poured almost HK$24 million, 30% more than last year, into training civil servants to understand the correct nationalist perspective. 
Correct, of course, is what we do at The Pulse so we’ll correctly see you next week.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=112247,https://odysee.com/thepulse-i-2018-04-21#ce64c912f7ecec6d54e4dd103b254c098d25c8eb,,,,,,,True,4690
4689,The Pulse,2018-04-28,"Democratic Party member Ted Hui's phone incident & discussion with Wu Chi-wai, Paul Tse & Ho","For those not familiar with how things are done in the Legco complex, the so-called “Ted Hui Phone Incident” that happened on Tuesday may seem somewhat bizarre. 
Democratic Party lawmaker Mr Hui snatched a mobile phone from a female civil servant and took it to the men’s toilet to examine its contents. He later said he had done so to protect the privacy of lawmakers. With me to talk about the matter are Chairman of the Democratic Party, Wu Chi-wai, Legco’s Committee on Rules of Procedure, Paul Tse and Holden Chow of the DAB.

On Friday in a historic summit, North Korea leader Kim Jong-un met South Korean President Moon Jae-in the demilitarised zone between the two countries, the first North Korean leader to cross the border since the end of the Korean War in 1953. The summit’s expected to include discussion of suspending Pyongyang’s nuclear arms development, peace talks, and a series of economic and social issues. We’ll leave you with images of that significant meeting. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=112636,https://odysee.com/thepulse-i-2018-04-28#1bb08ad564d18cf2328cf9460105aabfd2931eb5,,,,,,,True,4691
4690,The Pulse,2018-05-05,End-of-Life care in Hong Kong,"First the good news. Hongkongers have one of the world’s longest life expectancies. Now the not so good news. Hong Kong also has a low birth rate and an ageing population. More than a third of the population is already past retirement age moreover their number is projected to double in the next two decades. Long life however also involves low living standards and poor health. One in three older people live below the poverty line, and the government is simply not providing adequate care and services for their needs. On top of all this is the final frontier: a deep-rooted cultural taboo over talking frankly about dying.            

In part one we looked at how there just aren’t enough hospice or palliative care facilities in the medical system, and we saw that the public is largely ignorant of the availability of these facilities. Those caring for the terminally ill or very old people are subject to a great deal of mental pressure that in turn affects their well-being. Once people tended to die at home. Now 90% of Hongkongers will expire in medical institutions surrounded by medical technology. Among the reasons are the high cost of in-home palliative care and barriers such as legal issues. 

On Monday, two coordinated double suicide bombings in Kabul, Afghanistan killed 36 people and injured another 45. Among them were nine journalists. On the same day, in a separate incident, a BBC reporter was shot dead in the eastern province of Khost. Reporters Without Borders said the attack was the worst of its kind against Afghan journalists “since the fall of the Taliban government in December 2001.” 
We’ll end on that sombre note. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=113111,https://odysee.com/thepulse-i-2018-05-05#1e154941a6c8fb0fa1e038525c4395a0891a17a1,,,,,,,True,4692
4691,The Pulse,2018-05-12,Karl Marx 200th birthday: discussion with Tim Summers & consultation on drones,"Last Saturday, 5th May, was the 200th anniversary of the birth of the German philosopher Karl Marx whose writings paved the way for the development of Communism. Over the past week, some commentators have praised his work as accurately predicting the state of modern capitalism. Others have focused on the evils perpetuated by totalitarian states using his name. In his birthplace in the German town of Trier, celebrations included the unveiling of a controversial gift from China and there were protests. With us in the studio is Tim Summers from the Centre for China Studies of the Chinese University of Hong Kong.

Small drones, or “unmanned aerial vehicles”, are booming in the People’s Republic of China, which is the world’s largest manufacturer of consumer drones.
They’re finding uses in areas including agriculture, mining, goods delivery, and cinematography. And we’re going to see a lot more of drones with the market estimated to be worth $9 billion US dollars by 2020. Here in Hong Kong, the interests of drone hobbyists and businesses can conflict with an environment that’s mostly urban, vertical, and crowded. The Civil Aviation Department is currently conducting a three-month consultation exercise on regulation of drone use.  

Ten years ago, on 12th May, an 8.0 magnitude earthquake struck Sichuan, killing at least 69,000 people, including thousands of children in shoddily-built schools. Some 4.8 million people lost their homes. We’ll leave you with images of Sichuan then and today. See you next week. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=113501,https://odysee.com/thepulse-i-2018-05-12#fe5280a450e0f3f0dfa83b51b6728b3c04979944,,,,,,,True,4693
4692,The Pulse,2018-05-19,"National funding available for HK hi-tech industries: interview with Nicolas Yang, Sec. for Innovati","Hello and welcome to The Pulse. The science and technology gap between the world’s two largest economies, the United States and China, is narrowing. 
Recent studies show that China is catching up to the U.S. in developing artificial intelligence or AI, big data, intellectual property, computing, and in space and military technologies. Last year, China’s total spending on research and development is estimated to have hit 1.76 trillion yuan, around 2.1% of its gross domestic product. The aim is to make the country a major power in technological innovation, by 2050. And – apparently - Hong Kong’s hi-tech industries have a part to play. Joining me now is Nicolas Yang, Secretary for Innovation and Technology to talk more about it.

Journalists working in mainland China encounter all sorts of challenges. In the past week alone, reporters from two local media organisations were roughed up in Sichuan and Beijing. Chief Executive Carrie Lam says she feels sorry that such an incident happened to media workers but then qualified that by adding “each village has its own rules, whether it is reporters or government officials, we all need to abide by local laws”. Nice to know your leaders have your back. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=113899,https://odysee.com/thepulse-i-2018-05-19#356557e2e4ffb617e1b6c7e3d313962d2e022064,,,,,,,True,4694
4693,The Pulse,2018-05-26,"Scrapping of the Mong Kok Pedestrian Zone, difficulties stay-at-home mothers face in HK","Hong Kong’s busking scene is growing. But not all busking is music to the ears, especially in packed places like the Mong Kok pedestrian zone.  On Thursday the Yau Tsim Mong District Council put a vote to end the car-free zone. With us in the studio are Clarisse Yeung, Wan Chai district councillor and member of the Hong Kong Culture Monitor and Carine Lai Senior Researcher of Civic Exchange to talk about this issue.

It’s not an easy job being a mother, some have to combine parenting with paid employment others look after  children full time. There’s little chance to clock off, at least not until the kids become more independent. For some, motherhood can be a lifetime career, and one without pensions or safeguards for old age. According to a recent United States’ study the work of a mother and home-maker is the equivalent of two and a half full-time jobs, with a 14-hour working day seven days in a week.    

On Sunday, despite strong objections from conservation groups, tree specialists and lawmakers, the government cut down two 80-year-old “stone wall” banyan trees on Bonham Road. The Lands Department’s report said that the trees had cavities, signs of decay and fungal infection and were in immediate risk of collapsing. But the proof, in this case, was in the cutting. Tree experts found that the two trees were in fact in good shape and could have been saved by strengthening the wall. If we’re also not cut down we’ll see you next week. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=114391,https://odysee.com/thepulse-i-2018-05-26#936590c1e101d40914eabf3a4fbd33d1577531c5,,,,,,,True,4695
4694,The Pulse,2018-06-02,"HK Law Society council election & interview with Eric Cheung & press freedom with Sonny Swe,","Photography in Hong Kong courts or court buildings is prohibited. It’s an offence carrying fines, and in more serious cases, a jail sentence. The long trial of defendants accused of participating in the Mong Kok unrest of 2016 has already seen two suspicious cases of courtroom photography earlier this year. Two weeks ago, the court received an anonymous email containing photos of jury members. A few days after that, as the same trial continued, a mainland woman was found taking photos on her mobile phone. Her defence is interesting, she claims “Jesus says I’m innocent.” And it isn’t just mainlanders who’ve breached this law. The former president of the Hong Kong Law Society Junius Ho took a “selfie” inside the High Court and uploaded it to social media in 2016. A police investigation was launched but the case was dropped on advice from the Department of Justice. And while we’re on the topic of the Hong Kong Law Society, on Thursday evening the more than 10,000 strong organisation elected new council members. One of them is law academic Eric Cheung.

Last month, the Hong Kong Journalists Association released its annual press freedom survey. It says the Hong Kong Press Freedom Index has dropped to a new low of 47.1 on a scale of 100. 70% of journalists surveyed said that press freedom has deteriorated compared to a year ago. Both the public and journalists see pressure from the Central Government as a major factor. This year’s Reporters Without Borders’s World Press Freedom Index also said that the Chinese model of state-controlled news and information is being copied in other Asian countries such as Vietnam, Cambodia, Thailand, Malaysia and Singapore. Myanmar is also down six places compared to last year. It ranks 137th in the list. Reporters Without Borders says that the government led by Aung San Suu Kyi has lost all credibility in terms of defending the media. Early this month, we spoke to Sonny Swe, co-founder of the Myanmar Times. Established in 2000, it is the oldest privately-owned English-language newspaper in the country.       

This year’s Reporters Without Borders’s World Press Freedom Index also said that the Chinese model of state-controlled news and information is being copied in other Asian countries such as Vietnam, Cambodia, Thailand, Malaysia and Singapore. Myanmar is also down six places compared to last year. It ranks 137th in the list. Reporters Without Borders says that the government led by Aung San Suu Kyi has lost all credibility in terms of defending the media. Early this month, we spoke to Sonny Swe, co-founder of the Myanmar Times. Established in 2000, it is the oldest privately-owned English-language newspaper in the country.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=114772,https://odysee.com/thepulse-i-2018-06-02#b2f0b02fa927654fcc8c431ddeb86f92438bf87b,,,,,,,True,4696
4695,The Pulse,2018-06-09,"29th anniversary of Tiananmen Sqaure crackdown: interview with Joshua Wong, Senia Ng, Xu Xi & Li","What any nation knows of its history is the result of a constant conflict between remembering, reassessing and forgetting. For governments determined to control perceptions of the past, intimidation, censorship and propaganda are their tools of choice. Oh, and there’s always the simple alternative of rewriting history. In mainland China, the official narrative explaining the Cultural Revolution has been periodically re-phrased and atrocities toned down. And Hong Kong is also seeing increasing attempts to ‘reinterpret’ recent Chinese history, particularly in school textbooks. And then there’s the thorny problem of what happened in 1989, so taboo on the mainland that around June 4th the internet search terms “today, “yesterday”, and “tomorrow” have been blocked, as has the character “zhan” (占) because it looks like a tank. Yet Hong Kong persists in remembering. With us in the studio is Joshua Wong, council member of the recently formed think tank “Dialogue China”. 
 
In the spring of 1989, writer and professor Liu Xiaobo was in New York. He returned to China after hearing about the growing protests for democracy and against corruption. Joining the students in protest, he went on hunger strike. Days after the crackdown, he was placed in a detention centre for almost 20 months. From then on he spent much of his life in and out of prison and was deprived of political rights. In 2010, he was awarded the Nobel Peace Prize. At the ceremony he was represented by an empty chair, as he was still in jail, serving an 11-year sentence for “inciting subversion of state power”. He died of liver cancer on 13th July last year. Since then his widow, Liu Xia has been under de facto house arrest and is subject to constant surveillance. Last month, dozens of leading writers and artists took part in a campaign organised by Amnesty International and PEN calling for her release.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=115199,https://odysee.com/thepulse-i-2018-06-09#ed271fb5003ec745bda5311a3b70a85f04a6195a,,,,,,,True,4697
4696,The Pulse,2018-06-16,Sha Tin to Central Link Scandal: discussion with Miriam Lau & the plight of Green Sea Turtles,"Late on Thursday night the government got its way as legislators, by 40 to 20 votes, gave the green light to a border checkpoint that will see mainland laws enforced in the heart of Hong Kong at the West Kowloon Express Rail terminus. A variety of … let’s say “interesting” … tactics had been used including evicting legislators, refusing to let them attend the following meeting (in apparent contravention of Legco rules), capping debate time, and barring some lawmakers from speaking,
But that’s far from the only controversy that infrastructural projects like the Express Rail Link, the Hong Kong-Zhuhai-Macau bridge, and the Sha Tin to Central Link have been facing. There’s also the issue of construction inadequacies, as in the case of Hong Kong’s most expensive internal rail project to date, the HK$97 billion 17-kilometre Sha Tin to Central Link. With us to discuss the issue is Miriam Lau, former chairman of Legco's Panel for Transport. 

Two years ago, the University of Hong Kong released the first comprehensive study on Hong Kong’s marine biodiversity. It revealed that 5,943 marine species have been found within an area of just about 1,651 square kilometres. That’s not a huge area, but it hosts more than a quarter of all the marine species recorded in China. We have more hard corals than the whole Caribbean Sea, and more mangrove tree species than East Africa. Despite that less than 2% of our marine area is designated as marine parks, and even that designation provides only limited protection. And one of the creatures at risk, thanks to encroachment on the sea and plastic pollution, is the Green Sea Turtle.      

Well, arguments over who has the biggest nuclear button, at least for now, on Tuesday, the U.S. President Donald Trump and North Korea’s leader Kim Jong Un met in Singapore. The two leaders were all smiles, patting each other on the back while Mr Trump enjoined photographers to make them “look nice and handsome and thin.” They issued a statement that they plan to work towards the “denuclearisation” of Pyongyang, although no timetable was given. Meanwhile Mr Trump agreed to U.S-South Korea joint military exercises.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=115574,https://odysee.com/thepulse-i-2018-06-16#09ac8128a61f76199d996f0f4d52300f3db21a85,,,,,,,True,4698
4697,The Pulse,2018-06-23,The potential legislation on electronic cigarettes and interview with Alex Chow,"Repercussions continue following the Umbrella Movement and protests advocating localism which took place in the past four years – Edward Leung and some of his colleagues are now sitting in jail having been given long sentences earlier this month, other activists have been barred from standing for election – more trials are pending and new laws to limit both protests and freedom of expression are in the pipeline. An editorial in the pro-government Ta Kung Pao newspaper this week, for example, called for a ban on the annual 1 July protests on grounds that they conflict with the Basic Law. 
Does this mean that not only did the moment fail but that activists are too demoralised to carry on? Earlier this week we spoke to Alex Chow, one the movement’s more prominent leaders who has found another way looking at protest. More on that later. 

But first, this week the government announced that it was considering legislation to regulate the sale of electronic cigarettes. This has been met with strong opposition from the medical profession and anti-smoking advocates who point out that just three years ago the government was planning to simply ban the sale of e-cigarettes. With us to discuss the issue is Kwok Ka-ki, who is a doctor and Civil Party legislator. 

The severe prison sentences given to Edward Leung, the former leader of Hong Kong Indigenous and others found guilty of rioting in Mong Kok, after the Umbrella protests sent a sharp reminder that anti-government protests can come with a heavy price. Meanwhile the level of protest in Hong Kong has clearly gone down. Does this mean that democracy advocates are either too dermoralised or indeed too scared to carry on? One person who’s been thinking a lot about this is Alex Chow, the former Secretary General of the Hong Kong Federation of Students and was among the most high profile leaders of the Umbrella Movement. 

Finally, to another kind of disruption, we’ll leave you with images of the mayhem and u-turns caused by Donald Trump’s immigration policies…
There will however be no u-turns at The Pulse, at least until next week – so see you then- Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=115998,https://odysee.com/thepulse-i-2018-06-23#05b69a37f02aa82d665b0dd633b05e8f326f93ec,,,,,,,True,4699
4698,The Pulse,2018-06-30,New housing measures: discussion with Lau Ping-cheung & Fred Li & land supply consultation,"Hello and welcome to The Pulse. Sunday is the 21st anniversary of the establishment of the Hong Kong SAR. It is also a moment for Hongkongers and the central government to take stock of Chief Executive, Carrie Lam’s first year in office. Some of that report card should focus on how well or badly she has dealt with Hong Kong’s ongoing housing crisis. This week, a step was taken. After weeks of talking about imposing a tax on vacant properties, on Friday the government announced several measures aimed at tackling housing problems. With us in the studio are members of the Long Term Housing Strategy Steering Committee, Lau Ping-cheung and Fred Li to talk about the new measures.

Hong Kong’s birth rate has gone down, but our population is still growing, thanks in part to the daily quota of 150 allowed to settle here from the mainland. 830,000 mainland residents have arrived since the Handover and that number’s expected to reach 1.93 million by 2021. The quota’s controlled by the central government. The Chief Executive says it’s irrelevant to our housing issues. She’d rather look for another 1,200 hectares of land to meet estimated need for the next three decades. Hence the setting up of a Task Force on Land Supply in April, and a currently running five-month public consultation. Some critics, even in the administration, say that even now the government is underestimating how much we’re going to need. Others argue that it’s also underestimating the land already available … from sources on which the government seems unwilling to draw.        

Last Sunday, the people of Turkey cast their votes in snap presidential and parliamentary elections. President Recep Erdogan, who has been in power for more than 15 years, called for early elections in mid-April, 18 months earlier than planned. After 99% of the votes had been counted he had already won a 52.54% share of the national vote. It gives him increased executive powers to appoint high level government officials and senior judges, to dissolve parliament, issue executive decrees, and impose a state of emergency. Lucky citizens. We’ll leave you with images of the elections. See you next week. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=116405,https://odysee.com/thepulse-i-2018-06-30#edc20843f0998acee6d5d6158fcccab713bab192,,,,,,,True,4700
4699,The Pulse,2018-07-07,Same-sex dependant visa: QT case & 21st HKSAR through the eyes of 2 HKUSU presidents,"The latest study by Hong Kong University’s Centre for Comparative and Public Law and Chinese University suggest that over half of Hong Kong people now support same-sex marriage. That’s a big increase from the 38% in a similar 2013 study. 69% also said there should be a law against discrimination based on sexual orientation. The administration however shows no sign of wanting to change the laws. On Wednesday though, the government suffered a defeat in the Court of Final Appeal which made a landmark ruling on the eligibility of a lesbian couple for a dependant visa. With me are solicitor Michael Vidler and Peter Reading, Legal Counsel for the Equal Opportunities Commission.    

Two weeks ago, the Central-government-backed Ta Kung Pao newspaper said that the annual July 1st march should be banned because it calls for an end to one-party rule in China, opposes the central and Hong Kong governments, and “violates the law and the constitution”. The police were also making things difficult this year, telling the organisers, The Civil Human Rights Front, that they would only allow the march to begin at small area of the lawn in Victoria Park. They warned of possible arrests if protesters tried to join later on the route. This year’s turnout was at a three-year low. The organiser said around 50,000 took part. And it wasn’t just the July 1st march that saw low numbers. Since the Umbrella movement ended in 2014, other political protests have also seen reduced participation.

On Tuesday, Chief Executive Carrie Lam lost her temper at the weekly media session after the Exco meeting. She appeared to be saying that answering questions in English was a waste of time. Then late at night, she issued a statement to apologise for causing “confusion” with her remarks. We’ll leave you with that and see you next week, when, with apologies to Mrs Lam we will still be broadcasting in English. Goodbye.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=116812,https://odysee.com/thepulse-i-2018-07-07#d1a6493f0cd0c0de6ae0c26f5c705f3d795eb6d4,,,,,,,True,4701
4700,The Pulse,2018-07-14,"Liu Xia in Germany, 709 anniversary & interview with Bernard Chan","Some good news for those who have long been worried about the well-being of Liu Xia, the widow of the dissident and Nobel Peace Prize laureate Liu Xiaobo. This week she was finally allowed and go to Germany after eight years of what amounts to house arrest. Her release came a day before Chinese Premier Li Keqiang signed a commercial deal with Germany worth some 20 billion euros. Chinese officials deny a connection between these two events but the deal is also timely as a trade war between China and the United States moves from warm to hot.

We also talked to Bernard Chan, Convenor of the Non-official Members of the Executive Council, will be with us to talk about a whole lot things including housing policy, land supply and the current state of Hong Kong politics.    

The flight to freedom of Liu Xia wasn’t the only good news this week.  There was also very good news from Thailand where the coach and all members of the Wild Boars schoolboy football team were rescued from a cave after a complex and dangerous operation. They had been trapped for 17 days by sudden flooding in the Tham Luang caved in Chiang Rai. The search and three-day rescue mission involved Thai Navy Seals and diving experts from many countries. This extraordinary undertaking captivated world attention and saw offers of help pouring in from home and abroad.  . Sadly, a former Thai navy SEAL, Saman Gunan, who’d volunteered to join the rescue, died while delivering air tanks. We’ll leave you with images of the rescue.   

And that’s it from us for this week and in fact for this series. We’ll take a short summer break and will be back taking The Pulse of Hong Kong in mid-September. See you then.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=117211,https://odysee.com/thepulse-i-2018-07-14#b1a435e15dac2059ec07d66898829f3eb08b97d6,,,,,,,True,4702
4701,The Pulse,2018-09-15,The Pulse Series 15 Special Episode 1,"Hello and welcome to a new series of The Pulse. And, appropriately we are devoting this first programme to one of the biggest issues of the day ¡V how to find enough land to meet Hong Kong¡¦s housing needs.

In April, the Task Force on Land Supply launched a five-month public consultation. It offered the public 18 options for ways of freeing up land over the next ten years. The consultation is ending soon. And fortunately we have with us today some of the most knowledgeable people on this subject. On the platform we have Stanley Wong, Chairman of the Taskforce on Land Supply, Marco Wu, Former Chairman of the Hong Kong Housing Society, James Tien, Honorary Chairman of the Liberal Party, Albert Lai, who is the convenor of the Professional Commons policy committee and Ryan Ip, a Senior Researcher at the Our Hong Kong Foundation.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=121228,https://odysee.com/thepulse-i-2018-09-15#54c1d4c1aabfc972af5ecb0b57ba075b19b9898c,,,,,,,True,4703
4702,The Pulse,2018-09-22,Typhoon Mangkhut aftermath & tree management with Jim Chi-yung & Gavin Coates,"Hello and welcome to The Pulse. Even before it hit, there was every indication Typhoon Mangkhut was going to be intense and it was. 
It’s the strongest typhoon ever recorded in Hong Kong. Winds with maximum sustained speeds of 250km/h wreaked havoc. And then there was the flooding: Typhoon Mangkhut brought the highest storm surge on record as sea waters rose up to 3.9 meters above normal levels. In terms of human casualties, Hong Kong got off lightly. But there was a lot of damage, for which the government seemed ill-prepared. The following day, although classes were suspended and despite widespread destruction that severely disrupted public transportation systems. Workers were forced to make long and tiring treks as they tried to get back to work.   

Welcome back. In the immediate aftermath of Typhoon Mangkhut, roads were strewn with foliage, broken glass and other debris.  Many of the transport problems on Monday were caused by trees that toppled and blocked roads. The government says that around 15,000 trees had fallen. It may be inevitable that trees will be affected by a typhoon, but the sheer number that fell this time suggests there’s something wrong with the way Hong Kong is planting and looking after them. With me in the studio are Jim Chi-yung, Research Chair Professor of Geography & Environmental Science at The Education University of Hong Kong and Gavin Coates, a Senior Lecturer in Hong Kong University’s Division of Landscape Architecture.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=121632,https://odysee.com/thepulse-i-2018-09-22#222934b5f5f68f3fc843d6c5ade8ea5c37dbe943,,,,,,,True,4704
4703,The Pulse,2018-09-29,"Banning of HK National Party, discussion with Johnson Yeung of HK Civil Hub, interview with George P","There were many major political battles between the British and Chinese governments before the Handover. The last governor Chris Patten wanted to implement a more fairly representative electoral system and new human rights-related laws to bring the territory in line with the United Nations’ human rights standards. That included making major amendments to the Societies Ordinance and the Public Order Ordinance in July 1992 and July 1995 to ensure civil liberties. However, many of the then government’s initiatives failed to survive the transition. They were reversed by the Provisional Legislative Council selected by the People’s Republic of China in 1997. That’s proved useful for the current government. On Monday, for the first time since the Handover, the Secretary for Security John Lee used the Societies Ordinance to issue an immediate ban on a local political group.

Friday marks the four-year anniversary of the street protests that initiated the Umbrella Movement. With me in the studio is Johnson Yeung, Executive Council member of the newly formed civil society group, Hong Kong Civil Hub to talk about civil movement in Hong Kong. 

On the 20th August, the so-called Troika of the European Union, the European Central Bank and the International Monetary Fund released Greece from the terms under which it had lent the country bailout funds of €289 billion. Theoretically that meant the end of eight years of depression and externally imposed austerity. Greece’s prime minister Alexis Tsipras has said the country is “once again becoming a normal country, regaining its political and financial independence.” But there’s still a long way to go, and the Greek people are still paying the political and economic cost of the global financial crisis that began with the collapse of Lehman Brothers a decade ago. George Papandreou comes from a long political dynasty. His father and grandfathers both served as the country’s prime ministers. Shortly after the financial crisis, he took on the thorny task of being the country’s 182nd Prime Minister. To a country that already had a high unemployment rate, Papandreou introduced austerity measures that caused massive nationwide strikes and protests. In November 2011, he stepped down as prime minister. But he has been angling for a comeback, and set up a new party, Movement of Democratic Socialists. He was in Hong Kong two weeks ago, and I caught up with him.  

Charles Kao, scientist, educator and electrical engineer died last Sunday at 84. Known as the “Father of fibre-optic communications”, in the 1960s he played a critical role developing the optical fibres on which the internet and much modern communication is built. In 2009, Kao was awarded a joint Nobel Prize in Physics. He was a much respected vice chancellor at the Chinese University of Hong Kong for nine years from 1987. In 2002, he was diagnosed with Alzheimer’s, a diagnosis that led to him and his wife Gwen Kao setting up a foundation to raise public awareness about the disease.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=122036,https://odysee.com/thepulse-i-2018-09-29#54331b48bff4f4dd51cd2eddd288422d1ef499ef,,,,,,,True,4705
4704,The Pulse,2018-10-06,Cardinal Joseph Zen on Vatican China Agreement & YMT fruit market,"On 22nd September, the Vatican signed a provisional agreement with the People’s Republic of China that gives the government the right to nominate bishops and the Vatican the right of veto. Beijing broke off relations with the Holy See in 1951, after accusing the church of espionage, but there are still up to 12 million Catholics in China, who either attend state-sanctioned churches or worship in so-called underground congregations. For decades, Beijing has subjected underground Catholics, clergymen, and their lawyers to prosecution, house arrest and imprisonment. Crosses on top of churches have been taken down and the churches themselves have been either placed under surveillance or been demolished. In 2016, the State Administration for Religious Affairs introduced a further 26 regulations to restrict religious practice. Last November, Christians were instructed to replace displays of Jesus, crosses and gospel passages with images of President Xi Jinping. And there is also talk of plans to rewrite the Bible with Chinese characteristics, incorporating Buddhist scripture and Confucian teachings, alongside with some rewriting of hymns. Against this background, and in the face of considerable controversy, the Vatican and the Chinese government have reached a deal that goes some way to establishing a lasting relationship. Earlier this week, I spoke with Cardinal Joseph Zen about what he thinks this means for Catholics. 

The people who make decisions for Hong Kong are pretty unsentimental when it comes to “out with the old, in with the new”. Old businesses, streets and buildings are regularly pushed out of the way for big profits. That also applies to Hong Kong’s markets. The century old Graham Street Market has been fragmented to make way for a luxury residential high-rise. The Central Market is being “preserved and revitalised” although it’s pretty unclear exactly how this will be achieved. And all that’s left of the former Wan Chai Market, a Grade III historic building, is a façade that now serves as the entrance to yet another residential property. Also facing “preservation and revitalisation” is the more than a century old Yau Ma Tei Wholesale Fruit Market, although there’s still intense discussion about what this entails.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=122440,https://odysee.com/thepulse-i-2018-10-06#9859b60bca8de85a2ebe634c5a4a6d12f0a6c30a,,,,,,,True,4706
4705,The Pulse,2018-10-13,Policy Address & discussion on press freedom with Keith Richburg & Chris Yeung,"On Wednesday, Chief Executive Carrie Lam delivered her second Policy Address. Her 40-minute speech highlighted several controversial policies and projects. And she doesn’t seem to mind courting controversy. “Dissatisfaction was expected”, she said, arguing that tough decisions had to be made. According to a University of Hong Kong survey, the public gave the Address only 48.5 marks, 13.9 marks fewer than her first one. Lam’s own popularity has also dropped to 47.6, an all-time low since she became Chief Executive.        

Just two weeks ago, and for the first time since the Handover, the Security Bureau used the Societies Ordinance to outlaw the Hong Kong National Party, a political group that has advocated Hong Kong independence. Secretary for Security John Lee warned that any act to destroy China’s sovereignty would cross an “untouchable red line”. However, he did not give a clear answer when asked whether people sharing the group’s views on social media or journalists reporting or interviewing its members would be breaking the law. However an indication of the government’s intentions in this matter when a prominent foreign correspondent was denied renewal of working visa. With me in the studio are Keith Richburg, formerly with the Washington Post in a number of capacities. He is now Director of Hong Kong University’s Journalism & Media Studies Centre and Chris Yeung, another veteran journalist and Chairperson of the Hong Kong Journalists’ Association to talk about the state of press freedom in Hong Kong.",https://podcast.rthk.hk/podcast/item.php?pid=205&eid=122907,https://odysee.com/thepulse-i-2018-10-13#5e6f212ec83d226d8b2d40a56205a0589e6019e5,,,,,,,True,4707
